2452641|57921|2452645|92502|118166|1877|5188|92502|118166|1877|5188|6|9739|15|3|13755|179|159627|82|76.86|167.55|123.98|3572.74|10166.36|6302.52|13739.10|304.99|0.00|2060.66|10166.36|10471.35|12227.02|12532.01|3863.84
2452641|57921|2452657|92502|118166|1877|5188|92502|118166|1877|5188|6|9741|1|4|300|185|159627|15|50.55|105.14|64.13|615.15|961.95|758.25|1577.10|28.85|0.00|94.50|961.95|990.80|1056.45|1085.30|203.70
2452641|57921|2452724|92502|118166|1877|5188|92502|118166|1877|5188|6|9775|18|4|8472|196|159627|91|83.67|163.15|96.25|6087.90|8758.75|7613.97|14846.65|0.00|4379.37|7274.54|4379.38|4379.38|11653.92|11653.92|-3234.59
2452641|57921|2452651|92502|118166|1877|5188|92502|118166|1877|5188|6|9750|10|1|813|109|159627|64|86.12|176.54|153.58|1469.44|9829.12|5511.68|11298.56|294.87|0.00|4293.12|9829.12|10123.99|14122.24|14417.11|4317.44
2452641|57921|2452702|92502|118166|1877|5188|92502|118166|1877|5188|6|9750|17|4|1728|241|159627|14|68.19|196.38|56.95|1952.02|797.30|954.66|2749.32|31.89|0.00|494.76|797.30|829.19|1292.06|1323.95|-157.36
2452641|57921|2452693|92502|118166|1877|5188|92502|118166|1877|5188|6|9735|15|2|9303|6|159627|29|42.83|60.39|42.87|508.08|1243.23|1242.07|1751.31|74.59|0.00|385.12|1243.23|1317.82|1628.35|1702.94|1.16
2452641|57921|2452677|92502|118166|1877|5188|92502|118166|1877|5188|6|9784|5|4|16575|139|159627|47|11.17|13.51|10.40|146.17|488.80|524.99|634.97|24.44|0.00|38.07|488.80|513.24|526.87|551.31|-36.19
2452641|57921|2452647|92502|118166|1877|5188|92502|118166|1877|5188|6|9808|5|2|10711|295|159627|26|59.97|92.35|22.16|1824.94|576.16|1559.22|2401.10|23.04|0.00|1008.28|576.16|599.20|1584.44|1607.48|-983.06
2452641|57921|2452725|92502|118166|1877|5188|92502|118166|1877|5188|6|9798|17|3|546|102|159627|17|51.84|92.79|13.91|1340.96|236.47|881.28|1577.43|0.00|0.00|283.90|236.47|236.47|520.37|520.37|-644.81
2452641|57921|2452668|92502|118166|1877|5188|92502|118166|1877|5188|6|9760|15|1|8727|49|159627|69|7.37|21.96|9.88|833.52|681.72|508.53|1515.24|13.08|354.49|151.11|327.23|340.31|478.34|491.42|-181.30
2452641|57921|2452663|92502|118166|1877|5188|92502|118166|1877|5188|6|9748|4|1|13575|225|159627|78|16.50|20.29|4.05|1266.72|315.90|1287.00|1582.62|3.15|0.00|506.22|315.90|319.05|822.12|825.27|-971.10
2452641|57921|2452674|92502|118166|1877|5188|92502|118166|1877|5188|6|9798|16|3|8751|265|159627|88|82.22|90.44|48.83|3661.68|4297.04|7235.36|7958.72|300.79|0.00|1193.28|4297.04|4597.83|5490.32|5791.11|-2938.32
2452641|57921|2452648|92502|118166|1877|5188|92502|118166|1877|5188|6|9817|19|2|12631|153|159627|38|71.50|173.03|79.59|3550.72|3024.42|2717.00|6575.14|181.46|0.00|1643.50|3024.42|3205.88|4667.92|4849.38|307.42
2452641|57921|2452648|92502|118166|1877|5188|92502|118166|1877|5188|6|9775|4|3|7933|244|159627|85|18.87|41.51|7.88|2858.55|669.80|1603.95|3528.35|40.18|0.00|1763.75|669.80|709.98|2433.55|2473.73|-934.15
2452641|73609|2452686|82454|1582485|6163|30594|82454|1582485|6163|30594|1|9812|9|2|17497|139|159628|15|66.41|106.92|97.29|144.45|1459.35|996.15|1603.80|116.74|0.00|208.35|1459.35|1576.09|1667.70|1784.44|463.20
2452641|73609|2452646|82454|1582485|6163|30594|82454|1582485|6163|30594|1|9735|4|3|4554|216|159628|59|44.64|47.76|45.84|113.28|2704.56|2633.76|2817.84|189.31|0.00|56.05|2704.56|2893.87|2760.61|2949.92|70.80
2452641|73609|2452695|82454|1582485|6163|30594|82454|1582485|6163|30594|1|9819|12|1|6187|81|159628|75|96.84|135.57|123.36|915.75|9252.00|7263.00|10167.75|185.04|0.00|3863.25|9252.00|9437.04|13115.25|13300.29|1989.00
2452641|73609|2452650|82454|1582485|6163|30594|82454|1582485|6163|30594|1|9764|19|1|6985|135|159628|40|58.42|89.96|25.18|2591.20|1007.20|2336.80|3598.40|50.36|0.00|755.60|1007.20|1057.56|1762.80|1813.16|-1329.60
2452641|73609|2452680|82454|1582485|6163|30594|82454|1582485|6163|30594|1|9782|7|2|12483|10|159628|28|52.94|72.52|54.39|507.64|1522.92|1482.32|2030.56|91.37|0.00|162.40|1522.92|1614.29|1685.32|1776.69|40.60
2452641|73609|2452696|82454|1582485|6163|30594|82454|1582485|6163|30594|1|9753|8|3|14211|275|159628|92|89.10|150.57|129.49|1939.36|11913.08|8197.20|13852.44|262.08|5360.88|1800.44|6552.20|6814.28|8352.64|8614.72|-1645.00
2452641|73609|2452650|82454|1582485|6163|30594|82454|1582485|6163|30594|1|9774|2|1|3684|278|159628|87|39.11|45.36|1.81|3788.85|157.47|3402.57|3946.32|12.59|0.00|1617.33|157.47|170.06|1774.80|1787.39|-3245.10
2452641|73609|2452681|82454|1582485|6163|30594|82454|1582485|6163|30594|1|9818|19|5|9309|85|159628|44|19.80|57.81|56.65|51.04|2492.60|871.20|2543.64|99.70|0.00|152.24|2492.60|2592.30|2644.84|2744.54|1621.40
2452641|73609|2452716|82454|1582485|6163|30594|82454|1582485|6163|30594|1|9772|8|4|11247|113|159628|1|25.00|47.75|13.84|33.91|13.84|25.00|47.75|1.10|0.00|14.32|13.84|14.94|28.16|29.26|-11.16
