2452641|52797|2452685|996|72762|958107|1852|37597|1642|1593089|5279|41024|27|15|12|1|80|1108|18|74.92|101.14|58.66|764.64|1055.88|1348.56|1820.52|84.47|0.00|637.02|1055.88|1140.35|1692.90|1777.37|-292.68
2452641|52797|2452659|5979|72762|958107|1852|37597|1642|1593089|5279|41024|1|15|12|1|80|1108|33|58.95|84.88|45.83|1288.65|1512.39|1945.35|2801.04|60.49|0.00|756.03|1512.39|1572.88|2268.42|2328.91|-432.96
2452641|52797|2452725|13381|72762|958107|1852|37597|1642|1593089|5279|41024|31|24|1|2|53|1108|52|97.91|116.51|59.42|2968.68|3089.84|5091.32|6058.52|170.55|247.18|2907.84|2842.66|3013.21|5750.50|5921.05|-2248.66
2452641|52797|2452677|6457|72762|958107|1852|37597|1642|1593089|5279|41024|48|3|20|3|33|1108|98|11.95|23.06|15.91|700.70|1559.18|1171.10|2259.88|140.32|0.00|722.26|1559.18|1699.50|2281.44|2421.76|388.08
2452641|52797|2452761|13435|72762|958107|1852|37597|1642|1593089|5279|41024|33|6|19|5|171|1108|65|41.30|63.18|33.48|1930.50|2176.20|2684.50|4106.70|65.28|0.00|1313.65|2176.20|2241.48|3489.85|3555.13|-508.30
2452641|52797|2452723|16932|72762|958107|1852|37597|1642|1593089|5279|41024|49|3|19|1|106|1108|11|75.73|87.84|30.74|628.10|338.14|833.03|966.24|13.52|0.00|173.91|338.14|351.66|512.05|525.57|-494.89
2452641|52797|2452675|885|72762|958107|1852|37597|1642|1593089|5279|41024|36|30|19|1|73|1108|35|46.18|127.45|87.94|1382.85|3077.90|1616.30|4460.75|153.89|0.00|668.85|3077.90|3231.79|3746.75|3900.64|1461.60
2452641|52797|2452746|6793|72762|958107|1852|37597|1642|1593089|5279|41024|45|24|8|2|173|1108|60|13.99|24.20|21.53|160.20|1291.80|839.40|1452.00|0.00|0.00|435.60|1291.80|1291.80|1727.40|1727.40|452.40
2452641|52797|2452701|5689|72762|958107|1852|37597|1642|1593089|5279|41024|6|1|2|5|198|1108|88|29.63|50.07|7.51|3745.28|660.88|2607.44|4406.16|0.00|0.00|616.00|660.88|660.88|1276.88|1276.88|-1946.56
2452641|34793|2452686|7039|30475|557404|1580|10109|84019|1613813|2190|38719|37|1|6|1|46|1149|11|96.30|121.33|1.21|1321.32|13.31|1059.30|1334.63|0.26|0.00|200.09|13.31|13.57|213.40|213.66|-1045.99
2452641|34793|2452686|217|30475|557404|1580|10109|84019|1613813|2190|38719|57|15|7|1|95|1149|6|30.23|47.15|9.43|226.32|56.58|181.38|282.90|5.09|0.00|93.30|56.58|61.67|149.88|154.97|-124.80
2452641|34793|2452745|3579|30475|557404|1580|10109|84019|1613813|2190|38719|12|27|5|3|204|1149|2|42.08|104.35|68.87|70.96|137.74|84.16|208.70|11.01|0.00|96.00|137.74|148.75|233.74|244.75|53.58
