2452641|34445|3811|3377|803773|4969|32965|1|163|1126|17|73.15|85.58|3.42|23.25|58.14|1243.55|1454.86|0.34|23.25|34.89|35.23|-1208.66
2452641|34445|4539|3377|803773|4969|32965|1|160|1126|22|38.62|68.35|27.34|0.00|601.48|849.64|1503.70|42.10|0.00|601.48|643.58|-248.16
2452641|34445|5376|3377|803773|4969|32965|1|112|1126|7|37.91|61.03|6.71|0.00|46.97|265.37|427.21|3.75|0.00|46.97|50.72|-218.40
2452641|34445|10884|3377|803773|4969|32965|1|136|1126|35|9.44|11.13|1.78|0.00|62.30|330.40|389.55|4.36|0.00|62.30|66.66|-268.10
2452641|34445|396|3377|803773|4969|32965|1|164|1126|57|46.59|72.21|42.60|1165.53|2428.20|2655.63|4115.97|25.25|1165.53|1262.67|1287.92|-1392.96
2452641|34445|16068|3377|803773|4969|32965|1|248|1126|36|35.02|46.57|14.90|0.00|536.40|1260.72|1676.52|37.54|0.00|536.40|573.94|-724.32
2452641|34445|2838|3377|803773|4969|32965|1|110|1126|21|90.64|158.62|149.10|0.00|3131.10|1903.44|3331.02|31.31|0.00|3131.10|3162.41|1227.66
2452641|34445|15573|3377|803773|4969|32965|1|184|1126|55|8.74|9.00|5.76|0.00|316.80|480.70|495.00|15.84|0.00|316.80|332.64|-163.90
2452641|34445|11085|3377|803773|4969|32965|1|13|1126|30|41.79|75.63|2.26|0.00|67.80|1253.70|2268.90|4.74|0.00|67.80|72.54|-1185.90
2452641|34445|14526|3377|803773|4969|32965|1|204|1126|80|7.46|9.77|0.00|0.00|0.00|596.80|781.60|0.00|0.00|0.00|0.00|-596.80
2452641|34445|4110|3377|803773|4969|32965|1|290|1126|58|37.41|53.49|16.04|0.00|930.32|2169.78|3102.42|65.12|0.00|930.32|995.44|-1239.46
2452641|34445|12378|||4969|32965|||1126|4||38.53|26.97|0.00|107.88|124.32||6.47|0.00||114.35|-16.44
2452641|34445|13236|3377|803773|4969|32965|1|175|1126|65|49.75|56.71|42.53|82.93|2764.45|3233.75|3686.15|80.44|82.93|2681.52|2761.96|-552.23
2452641|40977|9318|97209|202713|7064|37368|1|91|1577|47|73.65|118.57|17.78|0.00|835.66|3461.55|5572.79|50.13|0.00|835.66|885.79|-2625.89
2452641|40977|16320|97209|202713|7064|37368|1|211|1577|32|11.03|17.42|6.96|0.00|222.72|352.96|557.44|6.68|0.00|222.72|229.40|-130.24
2452641|40977|10710|97209|202713|7064|37368|1|104|1577|28|92.39|172.76|100.20|0.00|2805.60|2586.92|4837.28|56.11|0.00|2805.60|2861.71|218.68
2452641|40977|4998|97209|202713|7064|37368|1|181|1577|96|41.47|69.66|44.58|0.00|4279.68|3981.12|6687.36|0.00|0.00|4279.68|4279.68|298.56
